2025-03-28 13:39:17,868 INFO    MainThread:85338 [wandb_init.py:_pause_backend():564] pausing backend
2025-03-28 13:39:43,985 INFO    MainThread:85338 [wandb_init.py:_resume_backend():569] resuming backend
2025-03-28 13:39:43,994 INFO    MainThread:85338 [wandb_init.py:setup_run_log_directory():647] Logging user logs to /Users/vedanshi/Documents/GitHub/practical-ml-project-2/wandb/run-20250328_133943-wly2t6gd/logs/debug.log
2025-03-28 13:39:43,994 INFO    MainThread:85338 [wandb_init.py:setup_run_log_directory():648] Logging internal logs to /Users/vedanshi/Documents/GitHub/practical-ml-project-2/wandb/run-20250328_133943-wly2t6gd/logs/debug-internal.log
2025-03-28 13:39:43,994 INFO    MainThread:85338 [wandb_init.py:init():761] calling init triggers
2025-03-28 13:39:43,994 INFO    MainThread:85338 [wandb_init.py:init():766] wandb.init called with sweep_config: {}
config: {'_wandb': {}}
2025-03-28 13:39:43,994 INFO    MainThread:85338 [wandb_init.py:init():776] wandb.init() called while a run is active
2025-03-28 13:41:09,071 INFO    MainThread:85338 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-03-28 13:41:09,073 INFO    MainThread:85338 [wandb_init.py:_pause_backend():564] pausing backend
2025-03-28 13:42:06,709 INFO    MainThread:85338 [wandb_init.py:_resume_backend():569] resuming backend
2025-03-28 13:42:06,718 INFO    MainThread:85338 [wandb_init.py:setup_run_log_directory():647] Logging user logs to /Users/vedanshi/Documents/GitHub/practical-ml-project-2/wandb/run-20250328_134206-wefc3dd4/logs/debug.log
2025-03-28 13:42:06,718 INFO    MainThread:85338 [wandb_init.py:setup_run_log_directory():648] Logging internal logs to /Users/vedanshi/Documents/GitHub/practical-ml-project-2/wandb/run-20250328_134206-wefc3dd4/logs/debug-internal.log
2025-03-28 13:42:06,719 INFO    MainThread:85338 [wandb_init.py:init():761] calling init triggers
2025-03-28 13:42:06,719 INFO    MainThread:85338 [wandb_init.py:init():766] wandb.init called with sweep_config: {}
config: {'_wandb': {}}
2025-03-28 13:42:06,719 INFO    MainThread:85338 [wandb_init.py:init():776] wandb.init() called while a run is active
2025-03-28 13:43:29,424 INFO    MainThread:85338 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-03-28 13:43:29,425 INFO    MainThread:85338 [wandb_init.py:_pause_backend():564] pausing backend
2025-03-28 13:44:09,842 INFO    MainThread:85338 [wandb_init.py:_resume_backend():569] resuming backend
2025-03-28 13:44:09,851 INFO    MainThread:85338 [wandb_init.py:setup_run_log_directory():647] Logging user logs to /Users/vedanshi/Documents/GitHub/practical-ml-project-2/wandb/run-20250328_134409-izoqmfvz/logs/debug.log
2025-03-28 13:44:09,851 INFO    MainThread:85338 [wandb_init.py:setup_run_log_directory():648] Logging internal logs to /Users/vedanshi/Documents/GitHub/practical-ml-project-2/wandb/run-20250328_134409-izoqmfvz/logs/debug-internal.log
2025-03-28 13:44:09,851 INFO    MainThread:85338 [wandb_init.py:init():761] calling init triggers
2025-03-28 13:44:09,851 INFO    MainThread:85338 [wandb_init.py:init():766] wandb.init called with sweep_config: {}
config: {'_wandb': {}}
2025-03-28 13:44:09,851 INFO    MainThread:85338 [wandb_init.py:init():776] wandb.init() called while a run is active
2025-03-28 13:45:47,127 INFO    MainThread:85338 [wandb_run.py:_finish():2112] finishing run vedanshiib-brandeis-university/sepsis-ehr-analysis/l3nqkm7k
2025-03-28 13:45:47,132 INFO    MainThread:85338 [jupyter.py:save_history():458] not saving jupyter history
2025-03-28 13:45:47,132 INFO    MainThread:85338 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-03-28 13:45:47,132 INFO    MainThread:85338 [wandb_init.py:_jupyter_teardown():581] cleaning up jupyter logic
2025-03-28 13:45:47,133 INFO    MainThread:85338 [wandb_run.py:_atexit_cleanup():2340] got exitcode: 0
2025-03-28 13:45:47,133 INFO    MainThread:85338 [wandb_run.py:_restore():2322] restore
2025-03-28 13:45:47,134 INFO    MainThread:85338 [wandb_run.py:_restore():2328] restore done
2025-03-28 13:45:47,718 INFO    MainThread:85338 [wandb_run.py:_footer_history_summary_info():3956] rendering history
2025-03-28 13:45:47,719 INFO    MainThread:85338 [wandb_run.py:_footer_history_summary_info():3988] rendering summary
2025-03-28 13:45:47,719 INFO    MainThread:85338 [wandb_run.py:_footer_sync_info():3917] logging synced files
